bill_id,title,ministry,Member,introduction_date,Debate/Date Passed in LS,Debate/Date Passed in RS,status,Act No,Assent Date,Gazeette Notification,Referred to Committee Date,year,is_amendment,is_appropriation,is_finance
3,"The Finance Bill, 2026",FINANCE,,2026-02-01,,,Unknown,,,,,2026,0,0,1
200,"THE SECURITIES MARKETS CODE, 2025",FINANCE,,2025-12-18,,,Pending,,,,,2025,0,0,0
195,"THE SABKA BIMA SABKI RAKSHA (AMENDMENT OF INSURANCE LAWS) BILL, 2025",FINANCE,,2025-12-16,16 Dec 2025,17 Dec 2025,Passed,40  of 2025,20/12/2025 ,,,2025,1,0,0
197,"THE VIKSIT BHARAT—GUARANTEE FOR ROZGAR AND AJEEVIKA MISSION (GRAMIN): VB—G RAM G (विकसित भारत—जी राम जी) BILL, 2025",RURAL DEVELOPMENT,,2025-12-16,18 Dec 2025,19 Dec 2025,Passed,36  of 2025,20/12/2025 ,,,2025,0,0,0
150,"The Appropriation (No.4) Bill,2025",FINANCE,,2025-12-15,15 Dec 2025,16 Dec 2025,Passed,38  of 2025,20/12/2025 ,,,2025,0,1,0
193,"THE REPEALING AND AMENDING BILL, 2025",LAW AND JUSTICE,,2025-12-15,16 Dec 2025,17 Dec 2025,Passed,37  of 2025,20/12/2025 ,,,2025,0,0,0
194,"THE VIKSIT BHARAT SHIKSHA ADHISHTHAN BILL, 2025",EDUCATION,,2025-12-15,,,Unknown,,,,,2025,0,0,0
196,"The Sustainable Harnessing and Advancementof Nuclear Energy for Transforming India Bill, 2025",ATOMIC ENERGY,,2025-12-15,17 Dec 2025,18 Dec 2025,Passed,39  of 2025,20/12/2025 ,,,2025,0,0,0
140,"THE MANIPUR GOODS AND SERVICES TAX(SECOND AMENDMENT) BILL, 2025",FINANCE,,2025-12-01,1 Dec 2025,2 Dec 2025,Passed,33  of 2025,10/12/2025 ,,,2025,1,0,0
142,"THE HEALTH SECURITY SE NATIONAL SECURITY CESS BILL, 2025",FINANCE,,2025-12-01,5 Dec 2025,8 Dec 2025,Passed,35  of 2025,15/12/2025 ,,,2025,0,0,0
143,"THE CENTRAL EXCISE (AMENDMENT) BILL, 2025",FINANCE,,2025-12-01,3 Dec 2025,4 Dec 2025,Passed,34  of 2025,11/12/2025 ,,,2025,1,0,0
110,"THE PROMOTION AND REGULATION OF ONLINE GAMING BILL, 2025",ELECTRONICS AND INFORMATION TECHNOLOGY,,2025-08-20,20 Aug 2025,21 Aug 2025,Assented,32  of 2025,22/08/2025 ,,,2025,0,0,0
110,"THE PROMOTION AND REGULATION OF ONLINE GAMING BILL, 2025",ELECTRONICS AND INFORMATION TECHNOLOGY,,2025-08-20,20 Aug 2025,21 Aug 2025,Passed,32  of 2025,22/08/2025 ,,,2025,0,0,0
111,"THE CONSTITUTION (ONE HUNDRED AND THIRTIETH AMENDMENT) BILL, 2025",HOME AFFAIRS,,2025-08-20,,,Pending,,,,,2025,1,0,0
112,"THE JAMMU AND KASHMIR REORGANISATION (AMENDMENT) BILL, 2025",HOME AFFAIRS,,2025-08-20,,,Pending,,,,,2025,1,0,0
113,"THE GOVERNMENT OF UNION TERRITORIES (AMENDMENT) BILL, 2025",HOME AFFAIRS,,2025-08-20,,,Pending,,,,,2025,1,0,0
108,"THE JAN VISHWAS (AMENDMENT OF PROVISIONS) BILL, 2025",COMMERCE AND INDUSTRY,,2025-08-18,,,Pending,,,,,2025,1,0,0
109,"THE INDIAN INSTITUTES OF MANAGEMENT (AMENDMENT) BILL, 2025",EDUCATION,,2025-08-18,19 Aug 2025,20 Aug 2025,Assented,31  of 2025,21/08/2025 ,,,2025,1,0,0
109,"THE INDIAN INSTITUTES OF MANAGEMENT (AMENDMENT) BILL, 2025",EDUCATION,,2025-08-18,19 Aug 2025,20 Aug 2025,Passed,31  of 2025,21/08/2025 ,,,2025,1,0,0
107,"THE INSOLVENCY AND BANKRUPTCY CODE (AMENDMENT) BILL, 2025",CORPORATE AFFAIRS,,2025-08-12,,,Unknown,,,,,2025,1,0,0
104,"THE INCOME-TAX BILL, 2025",FINANCE,,2025-08-11,11 Aug 2025,12 Aug 2025,Assented,30  of 2025,21/08/2025 ,,,2025,0,0,0
104,"THE INCOME-TAX BILL, 2025",FINANCE,,2025-08-11,11 Aug 2025,12 Aug 2025,Passed,30  of 2025,21/08/2025 ,,,2025,0,0,0
105,"THE TAXATION LAWS (AMENDMENT) BILL, 2025",FINANCE,,2025-08-11,11 Aug 2025,12 Aug 2025,Assented,29  of 2025,21/08/2025 ,,,2025,1,0,0
105,"THE TAXATION LAWS (AMENDMENT) BILL, 2025",FINANCE,,2025-08-11,11 Aug 2025,12 Aug 2025,Passed,29  of 2025,21/08/2025 ,,,2025,1,0,0
106,"THE MINES AND MINERALS (DEVELOPMENT AND REGULATION) AMENDMENT BILL, 2025",MINES,,2025-08-11,12 Aug 2025,19 Aug 2025,Assented,28  of 2025,21/08/2025 ,,,2025,1,0,0
106,"THE MINES AND MINERALS (DEVELOPMENT AND REGULATION) AMENDMENT BILL, 2025",MINES,,2025-08-11,12 Aug 2025,19 Aug 2025,Passed,28  of 2025,21/08/2025 ,,,2025,1,0,0
101,"THE MANIPUR GOODS AND SERVICES TAX (AMENDMENT) BILL, 2025",FINANCE,,2025-08-07,7 Aug 2025,11 Aug 2025,Assented,22  of 2025,18/08/2025 ,,,2025,1,0,0
101,"THE MANIPUR GOODS AND SERVICES TAX (AMENDMENT) BILL, 2025",FINANCE,,2025-08-07,7 Aug 2025,11 Aug 2025,Passed,22  of 2025,18/08/2025 ,,,2025,1,0,0
103,"The Manipur Appropriation (No.2) Bill,2025",FINANCE,,2025-08-07,7 Aug 2025,11 Aug 2025,Assented,23  of 2025,18/08/2025 ,,,2025,0,1,0
103,"The Manipur Appropriation (No.2) Bill,2025",FINANCE,,2025-08-07,7 Aug 2025,11 Aug 2025,Passed,23  of 2025,18/08/2025 ,,,2025,0,1,0
76,"THE NATIONAL SPORTS GOVERNANCE BILL, 2025",YOUTH AFFAIRS AND SPORTS,,2025-07-23,11 Aug 2025,12 Aug 2025,Assented,25  of 2025,18/08/2025 ,,,2025,0,0,0
76,"THE NATIONAL SPORTS GOVERNANCE BILL, 2025",YOUTH AFFAIRS AND SPORTS,,2025-07-23,11 Aug 2025,12 Aug 2025,Passed,25  of 2025,18/08/2025 ,,,2025,0,0,0
77,"THE NATIONAL ANTI-DOPING (AMENDMENT) BILL, 2025",YOUTH AFFAIRS AND SPORTS,,2025-07-23,11 Aug 2025,12 Aug 2025,Assented,26  of 2025,18/08/2025 ,,,2025,1,0,0
77,"THE NATIONAL ANTI-DOPING (AMENDMENT) BILL, 2025",YOUTH AFFAIRS AND SPORTS,,2025-07-23,11 Aug 2025,12 Aug 2025,Passed,26  of 2025,18/08/2025 ,,,2025,1,0,0
65,"The Indian Ports Bill, 2025","PORTS, SHIPPING AND WATERWAYS",,2025-03-28,12 Aug 2025,18 Aug 2025,Assented,27  of 2025,21/08/2025 ,,,2025,0,0,0
65,"The Indian Ports Bill, 2025","PORTS, SHIPPING AND WATERWAYS",,2025-03-28,12 Aug 2025,18 Aug 2025,Passed,27  of 2025,21/08/2025 ,,,2025,0,0,0
36,"The Appropriation (No.3) Bill,2025",FINANCE,,2025-03-21,21 Mar 2025,27 Mar 2025,Passed,,29/03/2025 ,,,2025,0,1,0
22,"THE IMMIGRATION AND FOREIGNERS BILL, 2025",HOME AFFAIRS,,2025-03-11,27 Mar 2025,2 Apr 2025,Assented,13  of 2025,04/04/2025 ,,,2025,0,0,0
22,"THE IMMIGRATION AND FOREIGNERS BILL, 2025",HOME AFFAIRS,,2025-03-11,27 Mar 2025,2 Apr 2025,Passed,13  of 2025,04/04/2025 ,,,2025,0,0,0
34,"THE APPROPRIATION BILL, 2025",FINANCE,,2025-03-11,11 Mar 2025,18 Mar 2025,Assented,,20/03/2025 ,,,2025,0,1,0
34,"THE APPROPRIATION BILL, 2025",FINANCE,,2025-03-11,11 Mar 2025,18 Mar 2025,Passed,,20/03/2025 ,,,2025,0,1,0
35,"THE APPROPRIATION (No. 2) BILL, 2025",FINANCE,,2025-03-11,11 Mar 2025,18 Mar 2025,Passed,,20/03/2025 ,,,2025,0,1,0
37,"THE MANIPUR APPROPRIATION BILL, 2025 ",FINANCE,,2025-03-11,11 Mar 2025,18 Mar 2025,Passed,,20/03/2025 ,,,2025,0,1,0
38,"THE MANIPUR APPROPRIATION (VOTE ON ACCOUNT) BILL, 2025",FINANCE,,2025-03-11,11 Mar 2025,18 Mar 2025,Passed,,20/03/2025 ,,,2025,0,1,0
24,"The Income-tax Bill, 2025",FINANCE,,2025-02-13,27 Mar 2025,,Withdrawn,,,,,2025,0,0,0
15,"THE “TRIBHUVAN” SAHKARI UNIVERSITY BILL, 2025",Co-operation,,2025-02-03,26 Mar 2025,1 Apr 2025,Assented,11  of 2025,03/04/2025 ,,,2025,0,0,0
15,"THE “TRIBHUVAN” SAHKARI UNIVERSITY BILL, 2025",Co-operation,,2025-02-03,26 Mar 2025,1 Apr 2025,Passed,11  of 2025,03/04/2025 ,,,2025,0,0,0
14,"The Finance Bill, 2025",FINANCE,,2025-02-01,25 Mar 2025,27 Mar 2025,Passed,,29/03/2025 ,,,2025,0,0,1
274,"THE APPROPRIATION (No. 3) BILL, 2024",FINANCE,,2024-12-17,17 Dec 2024,,Assented,,04/01/2025 ,,,2024,0,1,0
275,"THE CONSTITUTION (ONE HUNDRED AND TWENTY-NINTH AMENDMENT) BILL, 2024",LAW AND JUSTICE,,2024-12-17,,,Pending,,,,,2024,1,0,0
276,"THE UNION TERRITORIES LAWS (AMENDMENT) BILL, 2024",LAW AND JUSTICE,,2024-12-17,,,Pending,,,,,2024,1,0,0
183,"THE MERCHANT SHIPPING BILL, 2024","PORTS, SHIPPING AND WATERWAYS",,2024-12-10,6 Aug 2025,11 Aug 2025,Assented,24  of 2025,18/08/2025 ,,,2024,0,0,0
183,"THE MERCHANT SHIPPING BILL, 2024","PORTS, SHIPPING AND WATERWAYS",,2024-12-10,6 Aug 2025,11 Aug 2025,Passed,24  of 2025,18/08/2025 ,,,2024,0,0,0
177,"THE COASTAL SHIPPING BILL, 2024","PORTS, SHIPPING AND WATERWAYS",,2024-12-02,3 Apr 2025,7 Aug 2025,Assented,20  of 2025,09/08/2025 ,,,2024,0,0,0
177,"THE COASTAL SHIPPING BILL, 2024","PORTS, SHIPPING AND WATERWAYS",,2024-12-02,3 Apr 2025,7 Aug 2025,Passed,20  of 2025,09/08/2025 ,,,2024,0,0,0
110,"THE BANKING LAWS (AMENDMENT) BILL, 2024",FINANCE,,2024-08-09,3 Dec 2024,26 Mar 2025,Passed,16  of 2025,15/04/2025 ,,,2024,1,0,0
111,"THE BILLS OF LADING BILL, 2025",SHIPPING,,2024-08-09,10 Mar 2025,21 Jul 2025,Assented,18  of 2025,24/07/2025 ,,,2024,0,0,0
111,"THE BILLS OF LADING BILL, 2025",SHIPPING,,2024-08-09,10 Mar 2025,21 Jul 2025,Passed,18  of 2025,24/07/2025 ,,,2024,0,0,0
112,"THE CARRIAGE OF GOODS BY SEA BILL, 2024",SHIPPING,,2024-08-09,28 Mar 2025,6 Aug 2025,Assented,19  of 2025,08/08/2025 ,,,2024,0,0,0
112,"THE CARRIAGE OF GOODS BY SEA BILL, 2024",SHIPPING,,2024-08-09,28 Mar 2025,6 Aug 2025,Passed,19  of 2025,08/08/2025 ,,,2024,0,0,0
113,"THE RAILWAYS (AMENDMENT) BILL, 2024",RAILWAYS,,2024-08-09,11 Dec 2024,10 Mar 2025,Passed,9  of 2025,29/03/2025 ,,,2024,1,0,0
108,"THE MUSSALMAN WAKF (REPEAL) BILL, 2025",MINORITY AFFAIRS,,2024-08-08,,4 Apr 2025,Assented,15  of 2025,05/04/2025 ,,,2024,0,0,0
108,"THE MUSSALMAN WAKF (REPEAL) BILL, 2025",MINORITY AFFAIRS,,2024-08-08,,4 Apr 2025,Passed,15  of 2025,05/04/2025 ,,,2024,0,0,0
109,"THE WAQF (AMENDMENT) BILL, 2025",MINORITY AFFAIRS,,2024-08-08,3 Apr 2025,4 Apr 2025,Assented,14  of 2025,05/04/2025 ,,,2024,1,0,0
109,"THE WAQF (AMENDMENT) BILL, 2025",MINORITY AFFAIRS,,2024-08-08,3 Apr 2025,4 Apr 2025,Passed,14  of 2025,05/04/2025 ,,,2024,1,0,0
104,"THE READJUSTMENT OF REPRESENTATION OF SCHEDULED TRIBES IN ASSEMBLY CONSTITUENCIES OF THE STATE OF GOA BILL, 2024",LAW AND JUSTICE,,2024-08-05,5 Aug 2025,11 Aug 2025,Assented,21  of 2025,13/08/2025 ,,,2024,0,0,0
104,"THE READJUSTMENT OF REPRESENTATION OF SCHEDULED TRIBES IN ASSEMBLY CONSTITUENCIES OF THE STATE OF GOA BILL, 2024",LAW AND JUSTICE,,2024-08-05,5 Aug 2025,11 Aug 2025,Passed,21  of 2025,13/08/2025 ,,,2024,0,0,0
75,"THE APPROPRIATION (No. 2) BILL, 2024",FINANCE,,2024-08-05,5 Aug 2024,8 Aug 2024,Assented,14  of 2024,14/08/2024 ,,,2024,0,1,0
75,"THE APPROPRIATION (No. 2) BILL, 2024",FINANCE,,2024-08-05,5 Aug 2024,8 Aug 2024,Passed,14  of 2024,14/08/2024 ,,,2024,0,1,0
98,"THE DISASTER MANAGEMENT (AMENDMENT) BILL, 2024",HOME AFFAIRS,,2024-08-01,12 Dec 2024,25 Mar 2025,Passed,10  of 2025,29/03/2025 ,,,2024,1,0,0
74,"THE BHARATIYA VAYUYAN VIDHEYAK, 2024",CIVIL AVIATION,,2024-07-31,9 Aug 2024,5 Dec 2024,Assented,16  of 2024,11/12/2024 ,,,2024,0,0,0
66,"The Jammu and Kashmir Appropriation (No.3) Bill, 2024",FINANCE,,2024-07-30,30 Jul 2024,8 Aug 2024,Assented,13  of 2024,13/08/2024 ,,,2024,0,1,0
66,"The Jammu and Kashmir Appropriation (No.3) Bill, 2024",FINANCE,,2024-07-30,30 Jul 2024,8 Aug 2024,Passed,13  of 2024,13/08/2024 ,,,2024,0,1,0
55,"THE FINANCE (NO. 2) BILL, 2024",FINANCE,,2024-07-23,7 Aug 2024,8 Aug 2024,Assented,15  of 2024,16/08/2024 ,,,2024,0,0,1
55,"THE FINANCE (NO. 2) BILL, 2024",FINANCE,,2024-07-23,7 Aug 2024,8 Aug 2024,Passed,15  of 2024,16/08/2024 ,,,2024,0,0,1
19,"The Appropriation (Vote on Account) Bill, 2024",FINANCE,,2024-02-07,7 Feb 2024,8 Feb 2024,Passed,,15/02/2024 ,,,2024,0,1,0
20,"The Appropriation Bill, 2024",FINANCE,,2024-02-07,7 Feb 2024,8 Feb 2024,Passed,10  of 2024,15/02/2024 ,,,2024,0,1,0
21,"The Jammu and Kashmir Appropriation Bill, 2024",FINANCE,,2024-02-07,7 Feb 2024,8 Feb 2024,Assented,11  of 2024,15/02/2024 ,,,2024,0,1,0
21,"The Jammu and Kashmir Appropriation Bill, 2024",FINANCE,,2024-02-07,7 Feb 2024,8 Feb 2024,Passed,11  of 2024,15/02/2024 ,,,2024,0,1,0
22,"The Jammu and Kashmir Appropriation (No.2) Bill, 2024",FINANCE,,2024-02-07,7 Feb 2024,8 Feb 2024,Passed,12  of 2024,15/02/2024 ,,,2024,0,1,0
15,"The Public Examinations (Prevention of Unfair Means) Bill, 2024","PERSONNEL,  PUBLIC  GRIEVANCES  AND  PENSIONS",,2024-02-05,6 Feb 2024,9 Feb 2024,Passed,1  of 2024,12/02/2024 ,,,2024,0,0,0
18,"THE JAMMU AND KASHMIR LOCAL BODIES LAWS (AMENDMENT) BILL, 2024",HOME AFFAIRS,,2024-02-05,6 Feb 2024,9 Feb 2024,Passed,2  of 2024,12/02/2024 ,,,2024,1,0,0
14,"THE FINANCE BILL, 2024",FINANCE,,2024-02-01,7 Feb 2024,8 Feb 2024,Assented,,15/02/2024 ,,,2024,0,0,1
14,"THE FINANCE BILL, 2024",FINANCE,,2024-02-01,7 Feb 2024,8 Feb 2024,Passed,,15/02/2024 ,,,2024,0,0,1
194,"THE TELECOMMUNICATIONS BILL, 2023",COMMUNICATIONS AND INFORMATION TECHNOLOGY,,2023-12-18,20 Dec 2023,21 Dec 2023,Passed,44  of 2023,24/12/2023 ,,,2023,0,0,0
158,"THE PROVISIONAL COLLECTION OF TAXES BILL, 2023",FINANCE,,2023-12-13,19 Dec 2023,20 Dec 2023,Passed,,,,,2023,0,0,0
159,"THE CENTRAL GOODS AND SERVICES TAX (SECOND AMENDMENT) BILL, 2023",FINANCE,,2023-12-13,19 Dec 2023,20 Dec 2023,Passed,,,,,2023,1,0,0
176,"THE NATIONAL CAPITAL TERRITORY OF DELHI LAWS (SPECIAL PROVISIONS) SECOND (AMENDMENT) BILL, 2023",Housing and Urban Affairs,,2023-12-13,19 Dec 2023,19 Dec 2023,Passed,42  of 2023,24/12/2023 ,,,2023,1,0,0
156,"THE APPROPRIATION (No. 3) BILL, 2023",FINANCE,,2023-12-12,12 Dec 2023,19 Dec 2023,Assented,40  of 2023,24/12/2023 ,,,2023,0,1,0
156,"THE APPROPRIATION (No. 3) BILL, 2023",FINANCE,,2023-12-12,12 Dec 2023,19 Dec 2023,Passed,40  of 2023,24/12/2023 ,,,2023,0,1,0
157,"THE APPROPRIATION (No. 4) BILL, 2023",FINANCE,,2023-12-12,12 Dec 2023,19 Dec 2023,Assented,41  of 2023,24/12/2023 ,,,2023,0,1,0
157,"THE APPROPRIATION (No. 4) BILL, 2023",FINANCE,,2023-12-12,12 Dec 2023,19 Dec 2023,Passed,41  of 2023,24/12/2023 ,,,2023,0,1,0
171,"THE GOVERNMENT OF UNION TERRITORIES (AMENDMENT) BILL, 2023",HOME AFFAIRS,,2023-12-12,,18 Dec 2023,Passed,39  of 2023,20/12/2023 ,,,2023,1,0,0
172,"THE JAMMU AND KASHMIR REORGANISATION (SECOND AMENDMENT) BILL, 2023",HOME AFFAIRS,,2023-12-12,,18 Dec 2023,Passed,38  of 2023,20/12/2023 ,,,2023,1,0,0
173,"THE BHARATIYA NYAYA  SANHITA, 2023",HOME AFFAIRS,,2023-12-12,20 Dec 2023,21 Dec 2023,Passed,45  of 2023,25/12/2023 ,,,2023,0,0,0
174,"THE BHARATIYA NAGARIK SURAKSHA SANHITA, 2023",HOME AFFAIRS,,2023-12-12,20 Dec 2023,21 Dec 2023,Passed,46  of 2023,25/12/2023 ,,,2023,0,0,0
175,"THE BHARATIYA SAKSHYA  BILL, 2023",HOME AFFAIRS,,2023-12-12,20 Dec 2023,21 Dec 2023,Passed,47  of 2023,25/12/2023 ,,,2023,0,0,0
141,"THE CENTRAL UNIVERSITIES (AMENDMENT) BILL, 2023",EDUCATION,,2023-12-04,7 Dec 2023,13 Dec 2023,Assented,36  of 2023,17/12/2023 ,,,2023,1,0,0
141,"THE CENTRAL UNIVERSITIES (AMENDMENT) BILL, 2023",EDUCATION,,2023-12-04,7 Dec 2023,13 Dec 2023,Passed,36  of 2023,17/12/2023 ,,,2023,1,0,0
124,"THE CONSTITUTION (ONE HUNDRED AND TWENTY-EIGHTH AMENDMENT) BILL, 2023",LAW AND JUSTICE,,2023-09-19,20 Sep 2023,21 Sep 2023,Assented,,28/09/2023 ,,,2023,1,0,0
124,"THE CONSTITUTION (ONE HUNDRED AND TWENTY-EIGHTH AMENDMENT) BILL, 2023",LAW AND JUSTICE,,2023-09-19,20 Sep 2023,21 Sep 2023,Passed,,28/09/2023 ,,,2023,1,0,0
119,"THE CENTRAL GOODS AND SERVICES TAX (AMENDMENT) BILL, 2023",FINANCE,,2023-08-11,11 Aug 2023,11 Aug 2023,Assented,30  of 2023,18/08/2023 ,,,2023,1,0,0
120,"THE INTEGRATED GOODS AND SERVICES TAX (AMENDMENT) BILL, 2023",FINANCE,,2023-08-11,11 Aug 2023,11 Aug 2023,Assented,31  of 2023,18/08/2023 ,,,2023,1,0,0
121,"THE BHARATIYA NYAYA SANHITA, 2023",HOME AFFAIRS,,2023-08-11,,,Withdrawn,,,,,2023,0,0,0
122,"THE BHARATIYA NAGARIK SURAKSHA SANHITA, 2023",HOME AFFAIRS,,2023-08-11,,,Withdrawn,,,,,2023,0,0,0
123,"THE BHARATIYA SAKSHYA BILL, 2023",HOME AFFAIRS,,2023-08-11,,,Withdrawn,,,,,2023,0,0,0
115,"THE ANUSANDHAN NATIONAL RESEARCH FOUNDATION BILL, 2023",SCIENCE AND TECHNOLOGY AND EARTH SCIENCES,,2023-08-04,7 Aug 2023,9 Aug 2023,Assented,25  of 2023,12/08/2023 ,,,2023,0,0,0
115,"THE ANUSANDHAN NATIONAL RESEARCH FOUNDATION BILL, 2023",SCIENCE AND TECHNOLOGY AND EARTH SCIENCES,,2023-08-04,7 Aug 2023,9 Aug 2023,Passed,25  of 2023,12/08/2023 ,,,2023,0,0,0
113,"THE DIGITAL PERSONAL DATA PROTECTION BILL, 2023",ELECTRONICS AND INFORMATION TECHNOLOGY,,2023-08-03,7 Aug 2023,9 Aug 2023,Assented,22  of 2023,11/08/2023 ,,,2023,0,0,0
113,"THE DIGITAL PERSONAL DATA PROTECTION BILL, 2023",ELECTRONICS AND INFORMATION TECHNOLOGY,,2023-08-03,7 Aug 2023,9 Aug 2023,Passed,22  of 2023,11/08/2023 ,,,2023,0,0,0
114,"The Pharmacy (Amendment) Bill, 2023",HEALTH AND FAMILY WELFARE,,2023-08-03,7 Aug 2023,10 Aug 2023,Assented,29  of 2023,15/08/2023 ,,,2023,1,0,0
114,"The Pharmacy (Amendment) Bill, 2023",HEALTH AND FAMILY WELFARE,,2023-08-03,7 Aug 2023,10 Aug 2023,Passed,29  of 2023,15/08/2023 ,,,2023,1,0,0
112,"THE GOVERNMENT OF NATIONAL CAPITAL TERRITORY OF DELHI (AMENDMENT) BILL, 2023",HOME AFFAIRS,,2023-08-01,3 Aug 2023,7 Aug 2023,Assented,19  of 2023,11/08/2023 ,,,2023,1,0,0
112,"THE GOVERNMENT OF NATIONAL CAPITAL TERRITORY OF DELHI (AMENDMENT) BILL, 2023",HOME AFFAIRS,,2023-08-01,3 Aug 2023,7 Aug 2023,Passed,19  of 2023,11/08/2023 ,,,2023,1,0,0
109,"THE INDIAN INSTITUTES OF MANAGEMENT (AMENDMENT) BILL, 2023",EDUCATION,,2023-07-28,4 Aug 2023,8 Aug 2023,Assented,23  of 2023,11/08/2023 ,,,2023,1,0,0
109,"THE INDIAN INSTITUTES OF MANAGEMENT (AMENDMENT) BILL, 2023",EDUCATION,,2023-07-28,4 Aug 2023,8 Aug 2023,Passed,23  of 2023,11/08/2023 ,,,2023,1,0,0
102,"THE OFFSHORE AREAS MINERAL (DEVELOPMENT AND REGULATION) AMENDMENT BILL, 2023",MINES,,2023-07-27,1 Aug 2023,3 Aug 2023,Assented,17  of 2023,10/08/2023 ,,,2023,1,0,0
102,"THE OFFSHORE AREAS MINERAL (DEVELOPMENT AND REGULATION) AMENDMENT BILL, 2023",MINES,,2023-07-27,1 Aug 2023,3 Aug 2023,Passed,17  of 2023,10/08/2023 ,,,2023,1,0,0
100,"THE JAMMU AND KASHMIR REORGANISATION (AMENDMENT) BILL, 2023",HOME AFFAIRS,,2023-07-26,6 Dec 2023,11 Dec 2023,Passed,35  of 2023,15/12/2023 ,,,2023,1,0,0
101,"THE MINES AND MINERALS (DEVELOPMENT AND REGULATION) AMENDMENT BILL, 2023",COAL AND MINES,,2023-07-26,28 Jul 2023,2 Aug 2023,Assented,16  of 2023,09/08/2023 ,,,2023,1,0,0
101,"THE MINES AND MINERALS (DEVELOPMENT AND REGULATION) AMENDMENT BILL, 2023",COAL AND MINES,,2023-07-26,28 Jul 2023,2 Aug 2023,Passed,16  of 2023,09/08/2023 ,,,2023,1,0,0
18,"THE CONSTITUTION (JAMMU AND KASHMIR) SCHEDULED CASTES ORDER (AMENDMENT) BILL, 2023",SOCIAL JUSTICE AND EMPOWERMENT,,2023-07-26,6 Feb 2024,9 Feb 2024,Passed,4  of 2024,12/02/2024 ,,,2023,1,0,0
90,"THE JAMMU AND KASHMIR RESERVATION (AMENDMENT) BILL, 2023",HOME AFFAIRS,,2023-07-26,6 Dec 2023,11 Dec 2023,Passed,34  of 2023,15/12/2023 ,,,2023,1,0,0
92,"THE CONSTITUTION (JAMMU AND KASHMIR) SCHEDULED TRIBES ORDER (AMENDMENT) BILL, 2023",TRIBAL AFFAIRS,,2023-07-26,6 Feb 2024,9 Feb 2024,Passed,3  of 2024,12/02/2024 ,,,2023,1,0,0
93,"THE REGISTRATION OF BIRTHS AND DEATHS (AMENDMENT) BILL, 2023",HOME AFFAIRS,,2023-07-26,1 Aug 2023,7 Aug 2023,Assented,20  of 2023,11/08/2023 ,,,2023,1,0,0
93,"THE REGISTRATION OF BIRTHS AND DEATHS (AMENDMENT) BILL, 2023",HOME AFFAIRS,,2023-07-26,1 Aug 2023,7 Aug 2023,Passed,20  of 2023,11/08/2023 ,,,2023,1,0,0
82,"THE NATIONAL DENTAL COMMISSION BILL, 2023",HEALTH AND FAMILY WELFARE,,2023-07-24,28 Jul 2023,8 Aug 2023,Assented,21  of 2023,11/08/2023 ,,,2023,0,0,0
82,"THE NATIONAL DENTAL COMMISSION BILL, 2023",HEALTH AND FAMILY WELFARE,,2023-07-24,28 Jul 2023,8 Aug 2023,Passed,21  of 2023,11/08/2023 ,,,2023,0,0,0
83,"THE NATIONAL NURSING AND MIDWIFERY COMMISSION BILL, 2023",HEALTH AND FAMILY WELFARE,,2023-07-24,28 Jul 2023,8 Aug 2023,Assented,26  of 2023,12/08/2023 ,,,2023,0,0,0
83,"THE NATIONAL NURSING AND MIDWIFERY COMMISSION BILL, 2023",HEALTH AND FAMILY WELFARE,,2023-07-24,28 Jul 2023,8 Aug 2023,Passed,26  of 2023,12/08/2023 ,,,2023,0,0,0
91,"THE CONSTITUTION (SCHEDULED CASTES) ORDER (AMENDMENT) BILL, 2023",SOCIAL JUSTICE AND EMPOWERMENT,,2023-07-24,1 Aug 2023,9 Aug 2023,Assented,24  of 2023,12/08/2023 ,,,2023,1,0,0
91,"THE CONSTITUTION (SCHEDULED CASTES) ORDER (AMENDMENT) BILL, 2023",SOCIAL JUSTICE AND EMPOWERMENT,,2023-07-24,1 Aug 2023,9 Aug 2023,Passed,24  of 2023,12/08/2023 ,,,2023,1,0,0
81,"THE COASTAL AQUACULTURE AUTHORITY (AMENDMENT) BILL, 2023","fisheries, animal husbandry and dairying",,2023-04-05,7 Aug 2023,9 Aug 2023,Assented,27  of 2023,12/08/2023 ,,,2023,1,0,0
81,"THE COASTAL AQUACULTURE AUTHORITY (AMENDMENT) BILL, 2023","fisheries, animal husbandry and dairying",,2023-04-05,7 Aug 2023,9 Aug 2023,Passed,27  of 2023,12/08/2023 ,,,2023,1,0,0
80,"THE FOREST (CONSERVATION) AMENDMENT BILL, 2023",ENVIRONMENT AND FORESTS,,2023-03-29,26 Jul 2023,2 Aug 2023,Assented,15  of 2023,04/08/2023 ,,,2023,1,0,0
80,"THE FOREST (CONSERVATION) AMENDMENT BILL, 2023",ENVIRONMENT AND FORESTS,,2023-03-29,26 Jul 2023,2 Aug 2023,Passed,15  of 2023,04/08/2023 ,,,2023,1,0,0
64,"The Appropriation Bill, 2023",FINANCE,,2023-03-23,23 Mar 2023,27 Mar 2023,Assented,,29/03/2023 ,,,2023,0,1,0
65,"THE APPROPRIATION (NO. 2) BILL, 2023",FINANCE,,2023-03-21,21 Mar 2023,27 Mar 2023,Assented,,29/03/2023 ,,,2023,0,1,0
66,"THE JAMMU AND KASHMIR APPROPRIATION BILL, 2023",FINANCE,,2023-03-21,21 Mar 2023,27 Mar 2023,Assented,,29/03/2023 ,,,2023,0,1,0
