bill_id,title,ministry,Member,introduction_date,Debate/Date Passed in LS,Debate/Date Passed in RS,status,Act No,Assent Date,Gazeette Notification,Referred to Committee Date,year,is_amendment,is_appropriation,is_finance
148,"The Terriost Affected Areas (Special Courts) Amendment Bill, 1985                                                                                                                                       ",HOME AFFAIRS,,1985-08-16,19 Aug 1985,20 Aug 1985,Assented,45  of 1985,26/08/1985 ,,,1985,1,0,0
147,"The Essential Services Maintenance (Amendment) Bill, 1985                                                                                                                                               ",HOME AFFAIRS,,1985-08-12,19 Aug 1985,22 Aug 1985,Assented,49  of 1985,09/02/1985 ,,,1985,1,0,0
142,"The Tabacco  Board (Amendment) Bill, 1985                                                                                                                                                               ",FINANCE,,1985-08-09,22 Aug 1985,26 Aug 1985,Assented,57  of 1985,09/06/1985 ,,,1985,1,0,0
138,"The Terrorist and Disruptive Activites (Prevention) Amendment Bill, 1985                                                                                                                                ",HOME AFFAIRS,,1985-08-01,7 Aug 1985,19 Aug 1985,Assented,46  of 1985,29/08/1985 ,,,1985,1,0,0
136,"The Indian Railways (Amendment) Bill, 1985                                                                                                                                                              ",RAILWAYS,,1985-07-30,14 Aug 1985,,Assented,47  of 1985,09/02/1985 ,,,1985,1,0,0
134,"The Punjab Appropriation (No. 3) Bill, 1985                                                                                                                                                             ",FINANCE,,1985-07-29,29 Jul 1985,2 Aug 1985,Assented,41  of 1985,08/06/1985 ,,,1985,0,1,0
135,"The Coffee (Amendment) Bill, 1985                                                                                                                                                                       ",Unknown,,1985-07-29,19 Aug 1985,22 Aug 1985,Assented,48  of 1985,09/02/1985 ,,,1985,1,0,0
133,"The Employment of Children (Amendment) Bill, 1985                                                                                                                                                       ",LABOUR,,1985-07-26,13 Aug 1985,21 Nov 1985,Assented,62  of 1985,12/04/1985 ,,,1985,1,0,0
132,"The Criminal Law Amendment (Amending) Bill, 1985                                                                                                                                                        ",LAW AND JUSTICE,,1985-07-23,5 Aug 1985,8 Aug 1985,Assented,44  of 1985,21/08/1985 ,,,1985,1,0,0
140,"The Appropriation (No. 5) Bill, 1985                                                                                                                                                                    ",Unknown,,1985-07-08,8 Jul 1985,,Assented,42  of 1985,19/08/1985 ,,,1985,0,1,0
102,"The Appropriation (No. 4) Bill, 1985                                                                                                                                                                    ",Unknown,,1985-07-05,5 Jul 1985,14 May 1985,Assented,29  of 1985,16/05/1985 ,,,1985,0,1,0
118,"The Terrorist  and Disruptive Activities (Prevention) Bill, 1985                                                                                                                                        ",Unknown,,1985-05-18,20 May 1985,21 May 1985,Assented,31  of 1985,23/05/1985 ,,,1985,0,0,0
117,"The Arms (Amendment) Bill, 1985                                                                                                                                                                         ",HOME AFFAIRS,,1985-05-16,17 May 1985,21 May 1985,Assented,39  of 1985,28/05/1985 ,,,1985,1,0,0
115,"The Andhra Pradesh Legislative Council (Abolition) Bill, 1985                                                                                                                                           ",Unknown,,1985-05-15,16 May 1985,17 May 1985,Assented,34  of 1985,24/05/1985 ,,,1985,0,0,0
113,"The State Financial Corporations (Amendment) Bill, 1985                                                                                                                                                 ",Unknown,,1985-05-13,24 Jul 1985,8 Jul 1985,Assented,43  of 1985,21/08/1985 ,,,1985,1,0,0
114,"The Coinage (Amendment) Bill, 1985                                                                                                                                                                      ",Unknown,,1985-05-13,15 May 1985,17 May 1985,Assented,33  of 1985,24/05/1985 ,,,1985,1,0,0
139,"The Unit Trust of India (Amendment) Bill, 1985                                                                                                                                                          ",Unknown,,1985-05-08,19 Nov 1985,,Assented,63  of 1985,12/07/1985 ,,,1985,1,0,0
107,"The Tea Companies (Acquisition and Transfer of Sick Tea Units) Bill, 1985                                                                                                                               ",FINANCE,,1985-05-07,14 May 1985,17 May 1985,Assented,37  of 1985,28/05/1985 ,,,1985,0,0,0
194,"The Appropriation (No.6) Bill, 1985                                                                                                                                                                     ",Unknown,,1985-04-12,12 Apr 1985,12 Dec 1985,Assented,68  of 1985,18/12/1985 ,,,1985,0,1,0
82,"The Momopalies and Restrictive Trade Practices (Amendment) Bill, 1985                                                                                                                                   ",COMMERCE AND INDUSTRY,,1985-04-09,16 May 1985,21 May 1985,Assented,38  of 1985,28/05/1985 ,,,1985,1,0,0
83,"The High Court and Supreme Court Judges (Conditions of Services) Amendment Bill, 1985                                                                                                                   ",LAW AND JUSTICE,,1985-04-09,15 May 1985,20 May 1985,Assented,36  of 1985,24/05/1985 ,,,1985,1,0,0
54,"The Punjab Appropriation (No. 2) Bill, 1985                                                                                                                                                             ",Unknown,,1985-03-26,26 Mar 1985,27 Mar 1985,Assented,19  of 1985,29/03/1985 ,,,1985,0,1,0
55,"The Punjab Appropriation (Vote on Account) Bill, 1985                                                                                                                                                   ",Unknown,,1985-03-26,26 Mar 1985,27 Mar 1985,Assented,18  of 1985,29/03/1985 ,,,1985,0,1,0
50,"The Appropriation (No. 3) Bill, 1985                                                                                                                                                                    ",Unknown,,1985-03-25,25 Mar 1985,28 Mar 1985,Assented,15  of 1985,29/03/1985 ,,,1985,0,1,0
51,"The Appropriation (Vote on Account) Bill, 1985                                                                                                                                                          ",Unknown,,1985-03-25,25 Mar 1985,28 Mar 1985,Assented,14  of 1985,29/03/1985 ,,,1985,0,1,0
73,"The Government of Union Terrorities (Amendment) Bill, 1985                                                                                                                                              ",HOME AFFAIRS,,1985-03-25,26 Mar 1985,27 Mar 1985,Assented,24  of 1985,29/03/1985 ,,,1985,1,0,0
63,"The National Security (Amendment) Bill, 1985                                                                                                                                                            ",HOME AFFAIRS,,1985-03-23,26 Mar 1985,27 Mar 1985,Assented,23  of 1985,29/03/1985 ,,,1985,1,0,0
59,"The Estate Duty (Distribution) Amendment Bill, 1985                                                                                                                                                     ",Unknown,,1985-03-22,25 Mar 1985,29 Mar 1985,Assented,28  of 1985,30/03/1985 ,,,1985,1,0,0
60,"The Union Duties of Excise (Distribution) Amendment Bill, 1985                                                                                                                                          ",Unknown,,1985-03-22,25 Mar 1985,29 Mar 1985,Assented,26  of 1985,30/03/1985 ,,,1985,1,0,0
61,"The Additional Duties of Excise (Goods of Special Importance) Amendment Bill, 1985                                                                                                                      ",Unknown,,1985-03-22,25 Mar 1985,29 Mar 1985,Assented,27  of 1985,30/03/1985 ,,,1985,1,0,0
52,"The Appropriation (Railways) No. 3 Bill, 1985                                                                                                                                                           ",RAILWAYS,,1985-03-20,20 Mar 1985,28 Mar 1985,Assented,16  of 1985,29/03/1985 ,,,1985,0,1,0
53,"The Appropriation (Railways) No. 4 Bill, 1985                                                                                                                                                           ",RAILWAYS,,1985-03-20,20 Mar 1985,28 Mar 1985,Assented,17  of 1985,29/03/1985 ,,,1985,0,1,0
49,"The Finance Bill, 1985                                                                                                                                                                                  ",Unknown,,1985-03-16,5 Oct 1985,17 May 1985,Assented,32  of 1985,24/05/1985 ,,,1985,0,0,1
56,"The Compulsory Deposit Scheme (Income Tax Payers) Amendment Bill, 1985                                                                                                                                  ",Unknown,,1985-03-16,25 Mar 1985,29 Mar 1985,Assented,25  of 1985,30/03/1985 ,,,1985,1,0,0
189,"Thhe Agricultural and Processed Food Products Export Cess Bill, 1985                                                                                                                                    ",Unknown,,1985-03-12,12 Mar 1985,18 Dec 1988,Assented,3  of 1986,01/08/1986 ,,,1985,0,0,0
190,"The Agriculturial  and  Processed Food Products Export Development Authority Bill, 1985                                                                                                                 ",Unknown,,1985-03-12,17 Dec 1985,18 Dec 1985,Assented,2  of 1986,01/08/1986 ,,,1985,0,0,0
21,"The Administrative Tribunals Bill, 1985                                                                                                                                                                 ",Unknown,,1985-01-25,29 Jan 1985,31 Jan 1985,Assented,13  of 1985,27/02/1985 ,,,1985,0,0,0
14,"The Appropriation Bill, 1985                                                                                                                                                                            ",Unknown,,1985-01-24,30 Jan 1985,30 Jan 1985,Assented,4  of 1985,02/09/1985 ,,,1985,0,1,0
15,"The Appropriation No. 2 Bill, 1985                                                                                                                                                                      ",Unknown,,1985-01-24,30 Jan 1985,30 Jan 1985,Assented,5  of 1985,02/09/1985 ,,,1985,0,1,0
16,"The Appropriation (Railways) Bill,1985                                                                                                                                                                  ",RAILWAYS,,1985-01-24,30 Jan 1985,,Assented,6  of 1985,02/09/1985 ,,,1985,0,1,0
17,"The Appropriation (Railways) No. 2 Bill, 1985                                                                                                                                                           ",RAILWAYS,,1985-01-24,30 Jan 1985,30 Jan 1985,Assented,7  of 1985,02/09/1985 ,,,1985,0,1,0
18,"The Punjab Appropriation Bill, 1985                                                                                                                                                                     ",Unknown,,1985-01-24,30 Jan 1985,30 Jan 1985,Assented,8  of 1985,02/09/1985 ,,,1985,0,1,0
22,"The Constitution (Fifty-Second Amendment) Bill, 1985                                                                                                                                                    ",Unknown,,1985-01-24,30 Jan 1985,31 Jan 1985,Passed,,15/02/1985 ,,,1985,1,0,0
7,"The Foreign Contribution (Regulation) Amendment Bill, 1985                                                                                                                                              ",HOME AFFAIRS,,1985-01-21,23 Jan 1985,24 Jan 1985,Assented,1  of 1985,31/01/1985 ,,,1985,1,0,0
6,"The Representation of the People (Amendment) Bill, 1985.                                                                                                                                                ",Unknown,,1985-01-18,23 Jan 1985,25 Jan 1985,Assented,9  of 1985,16/02/1985 ,,,1985,1,0,0
8,"The Calcutta Metro Railway (Operation and Maintenance) Temporary Provisions Bill, 1985                                                                                                                  ",RAILWAYS,,1985-01-18,23 Jan 1985,25 Jan 1985,Assented,1  of 1985,16/02/1985 ,,,1985,0,0,0
77,"The Constitution (Fifteeth Amendment) Bill, 1984                                                                                                                                                        ",HOME AFFAIRS,,1984-08-17,23 Aug 1984,25 Aug 1984,Passed,,26/08/1984 ,,,1984,1,0,0
79,"The Constitution (Fifty-First Amendment) Bill, 1984                                                                                                                                                     ",HOME AFFAIRS,,1984-08-17,23 Aug 1984,25 Aug 1984,Passed,,11/09/1984 ,,,1984,1,0,0
63,"The Land Acquisition (Amendment) Bill, 1984.                                                                                                                                                            ",RURAL DEVELOPMENT,,1984-08-06,25 Aug 1984,29 Aug 1984,Assented,68  of 1984,24/09/1984 ,,,1984,1,0,0
65,"The National Security (Second Amendment) Bill, 1984                                                                                                                                                     ",HOME AFFAIRS,,1984-08-06,13 Aug 1984,22 Aug 1984,Assented,60  of 1984,31/08/1984 ,,,1984,1,0,0
66,"The Conservation of Foreign Exchange and Prevention of Smuggling Activities (Amendment) Bill, 1984.                                                                                                     ",Unknown,,1984-08-06,10 Aug 1984,16 Aug 1984,Assented,58  of 1984,30/08/1984 ,,,1984,1,0,0
67,"The Terrorist Affected Areas (Speical Courts) Bill, 1984                                                                                                                                                ",HOME AFFAIRS,,1984-08-06,16 Aug 1984,22 Aug 1984,Assented,61  of 1984,31/08/1984 ,,,1984,0,0,0
55,"The Industrial Reconstruction Bank of India Bill, 1984.                                                                                                                                                 ",Unknown,,1984-08-02,7 Aug 1984,16 Aug 1984,Assented,62  of 1984,11/09/1984 ,,,1984,0,0,0
68,"The Punjab Appropriation (No. 2) Bill, 1984.                                                                                                                                                            ",Unknown,,1984-08-02,2 Aug 1984,6 Aug 1984,Assented,46  of 1984,10/08/1984 ,,,1984,0,1,0
69,"The Pondicherry Appropriation (No. 2) Bill,  1984.                                                                                                                                                      ",Unknown,,1984-08-02,2 Aug 1984,7 Aug 1984,Assented,47  of 1984,10/08/1984 ,,,1984,0,1,0
70,"The Appropriation (No. 4) Bill, 1984.                                                                                                                                                                   ",Unknown,,1984-08-02,2 Aug 1984,9 Aug 1984,Assented,50  of 1984,16/08/1984 ,,,1984,0,1,0
57,"The Bengal Immunity Company United (Acquisition and Transfer of Undertakings) Bill, 1984.                                                                                                               ",CHEMICALS AND FERTILIZERS,,1984-07-31,6 Aug 1984,10 Aug 1984,Assented,57  of 1984,29/08/1984 ,,,1984,0,0,0
60,"The Hooghly Docking and Engineering Company Limited (Acquisition and Transfer of Undertakings) Bill, 1984.                                                                                              ",Unknown,,1984-07-31,6 Aug 1984,9 Aug 1984,Assented,55  of 1984,23/08/1984 ,,,1984,0,0,0
62,"The Banking Laws (Amendment) Bill, 1984.                                                                                                                                                                ",Unknown,,1984-07-31,17 Aug 1984,27 Aug 1984,Assented,64  of 1984,11/09/1984 ,,,1984,1,0,0
56,"The Estate Duty (Amendment) Bill, 1984.                                                                                                                                                                 ",Unknown,,1984-07-24,27 Jul 1984,,Assented,53  of 1984,23/08/1984 ,,,1984,1,0,0
51,"The Levy Sugar Price Equalisation Fund (Amendment) Bill, 1984.                                                                                                                                          ",FOOD PROCESSING INDUSTRIES,,1984-05-09,24 Jul 1984,8 Aug 1984,Assented,54  of 1984,23/08/1984 ,,,1984,1,0,0
52,"The Dowry Prohibition (Amendment) Bill, 1984.                                                                                                                                                           ",Unknown,,1984-05-09,17 Aug 1984,23 Aug 1984,Assented,63  of 1984,11/09/1984 ,,,1984,1,0,0
38,"The Multi-State Co-Operative Societies Bill, 1984.                                                                                                                                                      ",AGRICULTURE,,1984-05-08,23 Jul 1984,2 Aug 1984,Assented,51  of 1984,18/08/1984 ,,,1984,0,0,0
50,"The Electricity (Supply) Amendment Bill, 1984.                                                                                                                                                          ",POWER,,1984-05-08,23 Jul 1984,31 Jul 1984,Assented,48  of 1984,16/08/1984 ,,,1984,1,0,0
49,"The Banking Service Commission Bill, 1984.                                                                                                                                                              ",Unknown,,1984-05-07,8 May 1984,10 May 1984,Assented,44  of 1984,02/06/1984 ,,,1984,0,0,0
42,"The Industrial Disputes (Amendment) Bill, 1984.                                                                                                                                                         ",Unknown,,1984-05-02,23 Jul 1984,2 Aug 1984,Assented,49  of 1984,16/08/1984 ,,,1984,1,0,0
40,"The Punjab State Legislature (Delegation of Powers) Bill, 1984.                                                                                                                                         ",HOME AFFAIRS,,1984-04-30,3 May 1984,9 May 1984,Assented,36  of 1984,26/05/1984 ,,,1984,0,0,0
43,"The Estate Duty (Distribution) Amendment Bill, 1984.                                                                                                                                                    ",Unknown,,1984-04-30,3 May 1984,7 May 1984,Assented,32  of 1984,23/05/1984 ,,,1984,1,0,0
44,"The Union Duties of Excise (Distribution) Amendment Bill, 1984.                                                                                                                                         ",Unknown,,1984-04-30,3 May 1984,7 May 1984,Assented,27  of 1984,18/05/1984 ,,,1984,1,0,0
45,"The Union Duties of Excise (Electricity) Distribution (Amendment) Bill, 1984.                                                                                                                           ",Unknown,,1984-04-30,3 May 1984,7 May 1984,Assented,28  of 1984,18/05/1984 ,,,1984,1,0,0
46,"The Additional Duties of Excise (Goods of Special Importance) Amendment Bill, 1984.                                                                                                                     ",Unknown,,1984-04-30,3 May 1984,7 May 1984,Assented,29  of 1984,18/05/1984 ,,,1984,1,0,0
36,"The National Security (Amendment) Bill, 1984.                                                                                                                                                           ",HOME AFFAIRS,,1984-04-23,25 Apr 1984,30 Apr 1984,Assented,24  of 1984,18/05/1984 ,,,1984,1,0,0
37,"The Punjab Commercial Crops Cess (Amendment) Bill, 1984.                                                                                                                                                ",AGRICULTURE,,1984-04-23,27 Apr 1984,3 May 1984,Assented,23  of 1984,12/05/1984 ,,,1984,1,0,0
34,"The Appropriation (No. 3) Bill, 1984.                                                                                                                                                                   ",Unknown,,1984-04-17,17 Apr 1984,25 Apr 1984,Assented,18  of 1984,08/05/1984 ,,,1984,0,1,0
31,"The Mogul Line Limited (Acquisition of Shares) Bill, 1984.                                                                                                                                              ",Unknown,,1984-03-29,24 Apr 1984,7 May 1984,Assented,33  of 1984,23/05/1984 ,,,1984,0,0,0
30,"The Payment of Gratuity (Amendment) Bill, 1984.                                                                                                                                                         ",Unknown,,1984-03-27,26 Apr 1984,30 Apr 1984,Assented,26  of 1984,18/05/1984 ,,,1984,1,0,0
28,"The Punjab Appropriation (Vote on Account) Bill, 1984.                                                                                                                                                  ",Unknown,,1984-03-19,19 Mar 1984,21 Mar 1984,Assented,14  of 1984,26/03/1984 ,,,1984,0,1,0
29,"The Punjab Appropriation Bill, 1984.                                                                                                                                                                    ",Unknown,,1984-03-19,19 Mar 1984,21 Mar 1984,Assented,15  of 1984,26/03/1984 ,,,1984,0,1,0
16,"The Appropriation (Railways) Bill, 1984.                                                                                                                                                                ",RAILWAYS,,1984-03-15,15 Mar 1984,20 Mar 1984,Assented,9  of 1984,23/03/1984 ,,,1984,0,1,0
19,"The Appropriation (Railways) No. 2 Bill, 1984.                                                                                                                                                          ",RAILWAYS,,1984-03-15,15 Mar 1984,20 Mar 1984,Assented,10  of 1984,23/03/1984 ,,,1984,0,1,0
20,"The Appropriation (Railways) No. 3 Bill, 1984.                                                                                                                                                          ",RAILWAYS,,1984-03-15,15 Mar 1984,20 Mar 1984,Assented,11  of 1984,23/03/1984 ,,,1984,0,1,0
21,"The Pondicherry Appropriation (Vote on Account) Bill, 1984.                                                                                                                                             ",Unknown,,1984-03-15,15 Mar 1984,21 Mar 1984,Assented,12  of 1984,26/03/1984 ,,,1984,0,1,0
22,"The Pondicherry Appropriation Bill, 1984.                                                                                                                                                               ",Unknown,,1984-03-15,15 Mar 1984,21 Mar 1984,Assented,13  of 1984,26/03/1984 ,,,1984,0,1,0
23,"The Appropriation Bill, 1984.                                                                                                                                                                           ",Unknown,,1984-03-14,14 Mar 1984,19 Mar 1984,Assented,7  of 1984,23/03/1984 ,,,1984,0,1,0
24,"The Appropriation (No. 2) Bill, 1984.                                                                                                                                                                   ",Unknown,,1984-03-14,14 Mar 1984,19 Mar 1984,Assented,8  of 1984,23/03/1984 ,,,1984,0,1,0
27,"The Appropriation (Vote on Account) Bill, 1984.                                                                                                                                                         ",Unknown,,1984-03-14,14 Mar 1984,19 Mar 1984,Assented,6  of 1984,23/03/1984 ,,,1984,0,1,0
17,"The Inchek Tyres Limited and National Rubber Manufacturers Limited (Nationalisation) Bill, 1984                                                                                                         ",Unknown,,1984-03-08,8 Mar 1984,19 Mar 1984,Assented,17  of 1984,31/03/1984 ,,,1984,0,0,0
1,"The Prevention of Damage to Public Property Bill, 1984                                                                                                                                                  ",HOME AFFAIRS,,1984-03-06,8 Mar 1984,3 Mar 1984,Assented,3  of 1984,16/03/1984 ,,,1984,0,0,0
14,"The Comptroller and Auditor-General`s (Duties, Powers and Conditions of Service) Amendment Bill, 1984                                                                                                   ",Unknown,,1984-03-01,3 Mar 1984,5 Mar 1984,Assented,21  of 1984,16/03/1984 ,,,1984,1,0,0
11,"The Finance Bill, 1984                                                                                                                                                                                  ",Unknown,,1984-02-29,23 Apr 1984,3 May 1984,Assented,21  of 1984,11/05/1984 ,,,1984,0,0,1
6,"The Ganesh Flour Mills Company Limited (Acquistion and Transfer of Undertakings) Bill, 1984                                                                                                             ",Unknown,,1984-02-28,3 Mar 1984,15 Mar 1984,Assented,16  of 1984,30/03/1984 ,,,1984,0,0,0
7,"The Industries (Development and Regulation) Amendment Bill, 1984                                                                                                                                        ",COMMERCE AND INDUSTRY,,1984-02-27,3 Mar 1984,12 Mar 1984,Assented,,21/03/1984 ,,,1984,1,0,0
141,"The Brentferd Electric (India) Limited (Acqusition and Transfer of Undertakings) Bill, 1983                                                                                                             ",Unknown,,1983-12-22,,,Lapsed,,,,,1983,0,0,0
139,"The Aluminium Corporation of India Limited (Acquisition and Transfer of Aluminium  Undertaking) Bill, 1983                                                                                              ",Unknown,,1983-12-21,4 May 1984,9 May 1984,Assented,43  of 1984,02/06/1984 ,,,1983,0,0,0
109,"The Life Insurance Corporation Bill, 1983                                                                                                                                                               ",Unknown,,1983-12-19,,,Lapsed,,,,,1983,0,0,0
116,"The Illegal Migrants (Determination by Tribunals) Bill, 1983                      ",HOME AFFAIRS,,1983-12-15,15 Dec 1983,19 Dec 1983,Assented,39  of 1983,25/12/1983 ,,,1983,0,0,0
133,"The Export (Quality Control and Inspection) Amendment Bill, 1983                                                                                                                                        ",Unknown,,1983-12-12,5 Jul 1984,5 Oct 1984,Assented,40  of 1984,27/05/1984 ,,,1983,1,0,0
138,"The Appropriation (Railways) No. 5 Bill, 1983                                                                                                                                                           ",RAILWAYS,,1983-12-12,12 Dec 1983,14 Dec 1983,Assented,37  of 1983,25/12/1983 ,,,1983,0,1,0
114,"The Tea (Amendment) Bill, 1983                                                                                                                                                                          ",COMMERCE AND INDUSTRY,,1983-11-17,5 Dec 1983,12 Aug 1983,Assented,38  of 1983,25/12/1983 ,,,1983,1,0,0
111,"The Punjab Disturbed Areas Bill, 1983.                                                                                                                                                                  ",HOME AFFAIRS,,1983-11-15,17 Nov 1983,21 Nov 1983,Assented,32  of 1983,12/08/1983 ,,,1983,0,0,0
112,"The Chandigarh Disturbed Areas Bill, 1983                                                                                                                                                               ",HOME AFFAIRS,,1983-11-15,17 Nov 1983,21 Nov 1983,Assented,33  of 1983,12/08/1983 ,,,1983,0,0,0
113,"The Armed Forces (Punjab and Chandigarh) Special Power Bill, 1983                                                                                                                                       ",HOME AFFAIRS,,1983-11-15,15 Nov 1983,21 Nov 1983,Assented,34  of 1983,12/08/1983 ,,,1983,0,0,0
118,"The Textile Undertakings (Taking over of Management) Bill, 1983                                                                                                                                         ",TEXTILES,,1983-11-12,8 Dec 1983,13 Dec 1983,Assented,40  of 1983,25/12/1983 ,,,1983,0,0,0
131,"The Appropriation (No. 5) Bill, 1983                                                                                                                                                                    ",Unknown,,1983-09-12,12 Sep 1983,12 Dec 1983,Unknown,36  of 1983,21/12/1983 ,,,1983,0,1,0
103,"The Delhi Development (Amendment) Bill, 1983.                                                                                                                                                           ",Unknown,,1983-08-26,5 Feb 1984,5 Sep 1984,Assented,38  of 1984,27/05/1984 ,,,1983,1,0,0
104,"The Delhi Municipal Corporation (Second Amendment) Bill, 1983.                                                                                                                                          ",HOME AFFAIRS,,1983-08-26,5 Feb 1984,5 Sep 1984,Assented,42  of 1984,06/02/1984 ,,,1983,1,0,0
105,"The Public Premises (Eviction of Unauthorised Occupants) Amendment Bill, 1983.                                                                                                                          ",Unknown,,1983-08-26,5 Feb 1984,5 Sep 1984,Assented,35  of 1984,26/05/1984 ,,,1983,1,0,0
106,"The Punjab Municipal (New Delhi Amendment) Bill, 1983.                                                                                                                                                  ",HOME AFFAIRS,,1983-08-26,5 Feb 1984,5 Sep 1984,Assented,39  of 1984,27/05/1984 ,,,1983,1,0,0
67,"The Salary. Allowances and Pensions of Members of Parliament (Amendment) Bill, 1983                                                                                                                     ",PARLIAMENTARY  AFFAIRS,,1983-08-26,26 Aug 1983,26 Aug 1983,Assented,22  of 1983,30/08/1983 ,,,1983,1,0,0
95,"The Oilfields (Regulation and Development) Amendment, Bill, 1983                                                                                                                                        ",ATOMIC ENERGY,,1983-08-22,22 Dec 1983,3 Mar 1984,Assented,20  of 1984,05/11/1984 ,,,1983,1,0,0
94,"The Constitution (Forty-eight Amendment) Bill, 1983                                                                                                                                                     ",RURAL DEVELOPMENT,,1983-08-19,23 Aug 1984,25 Aug 1984,Passed,,26/08/1984 ,,,1983,1,0,0
93,"The Appropriation (Railways) No. 4 Bill, 1983                                                                                                                                                           ",RAILWAYS,,1983-08-17,17 Aug 1983,24 Aug 1983,Assented,21  of 1983,30/08/1983 ,,,1983,0,1,0
92,"The Appropriation (No. 4) Bill, 1983                                                                                                                                                                    ",Unknown,,1983-08-16,16 Aug 1983,22 Aug 1983,Assented,19  of 1983,26/08/1983 ,,,1983,0,1,0
73,"The Societies Registration (Delhi Amendment) Bill, 1983                                                                                                                                                 ",Unknown,,1983-08-08,16 Sep 1983,22 Aug 1983,Assented,26  of 1983,09/02/1983 ,,,1983,1,0,0
84,"The Emigration Bill, 1983                                                                                                                                                                               ",LABOUR,,1983-07-26,8 Dec 1983,25 Aug 1983,Assented,31  of 1983,09/10/1983 ,,,1983,0,0,0
129,"The Public Financial Institutions (Obligation as to Fidelity and Secrecy) Bill, 1983                                                                                                                    ",Unknown,,1983-05-12,19 Dec 1983,22 Dec 1983,Assented,48  of 1983,21/12/1983 ,,,1983,0,0,0
70,"The Banking Laws (Amendment) Bill, 1983                                                                                                                                                                 ",Unknown,,1983-05-10,20 Dec 1983,21 Dec 1983,Assented,1  of 1984,12/01/1984 ,,,1983,1,0,0
71,"The Dangerous Machines (Regulation) Bill, 1983                                                                                                                                                          ",COMMERCE AND INDUSTRY,,1983-05-10,19 Aug 1983,17 Nov 1983,Assented,35  of 1983,14/12/1983 ,,,1983,0,0,0
72,"The Mines (Amendment) Bill, 1983                                                                                                                                                                        ",COAL AND MINES,,1983-05-10,22 Aug 1983,22 Nov 1983,Assented,42  of 1983,25/12/1983 ,,,1983,1,0,0
68,"The Lepers (Delhi, Andman and Nicobar, Islands, Lakshadweep, Dadra and Nagar Haveli and Chandigarh Repeal) Bill, 1983                                                                                   ",HEALTH AND FAMILY WELFARE,,1983-05-09,15 Dec 1983,20 Dec 1983,Assented,47  of 1983,30/12/1983 ,,,1983,0,0,0
69,"The Electricity (Supply) Amendment Bill, 1983                                                                                                                                                           ",Unknown,,1983-05-09,5 Aug 1983,9 Aug 1983,Assented,16  of 1983,20/08/1983 ,,,1983,1,0,0
57,"The Vegetables Oils Cess Bill, 1983                                                                                                                                                                     ",AGRICULTURE,,1983-05-03,1 Aug 1983,10 Aug 1983,Assented,30  of 1983,07/09/1983 ,,,1983,0,0,0
58,"The National Oilseeds and Vegetables Oils Development Board Bill, 1983                                                                                                                                  ",AGRICULTURE,,1983-05-03,1 Aug 1983,10 Aug 1983,Assented,29  of 1983,08/09/1983 ,,,1983,0,0,0
49,"The Appropriation (No. 3) Bill, 1983                                                                                                                                                                    ",Unknown,,1983-04-26,26 Apr 1983,2 May 1983,Assented,10  of 1983,06/05/1983 ,,,1983,0,1,0
47,"Th Jute Manufacturers Cess Bill, 1983                                                                                                                                                                   ",Unknown,,1983-04-22,9 Aug 1983,11 Aug 1983,Assented,28  of 1983,07/09/1983 ,,,1983,0,0,0
48,"The Jute Manufacturers Development Council Bill, 1983                                                                                                                                                   ",Unknown,,1983-04-22,9 Aug 1983,11 Aug 1983,Assented,27  of 1983,07/09/1983 ,,,1983,0,0,0
41,"The Central Industrial Security Force (Amendment) Bill, 1983                                                                                                                                            ",HOME AFFAIRS,,1983-04-15,3 May 1983,10 May 1983,Assented,14  of 1983,26/05/1983 ,,,1983,1,0,0
12,"The Delhi Municipal Corporation (Amendment) Bill, 1983                                                                                                                                                  ",HOME AFFAIRS,,1983-03-22,22 Mar 1983,24 Mar 1983,Assented,8  of 1983,31/03/1983 ,,,1983,1,0,0
17,"The Appropriation (Railways) Bill, 1983                                                                                                                                                                 ",Unknown,,1983-03-21,21 Mar 1983,23 Mar 1983,Assented,5  of 1983,26/03/1983 ,,,1983,0,1,0
19,"The Appropriation (Railways) No. 2 Bill, 1983                                                                                                                                                           ",RAILWAYS,,1983-03-21,21 Mar 1983,22 Mar 1983,Assented,6  of 1983,26/03/1983 ,,,1983,0,1,0
29,"The Appropriation Bill, 1983                                                                                                                                                                            ",Unknown,,1983-03-19,19 Mar 1983,22 Mar 1983,Assented,3  of 1983,26/03/1983 ,,,1983,0,1,0
30,"The Appropriation (No. 2) Bill, 1983                                                                                                                                                                    ",Unknown,,1983-03-19,19 Mar 1983,22 Mar 1983,Assented,4  of 1983,26/03/1983 ,,,1983,0,1,0
31,"The Appropriation (Vote on Account) Bill, 1983                                                                                                                                                          ",Unknown,,1983-03-18,18 Mar 1983,22 Mar 1983,Assented,2  of 1983,26/03/1983 ,,,1983,0,1,0
26,"The African development Bank Bill, 1983                                                                                                                                                                 ",FINANCE,,1983-03-13,2 May 1983,9 May 1983,Assented,13  of 1983,26/05/1983 ,,,1983,0,0,0
16,"The Finance Bill, 1983                                                                                                                                                                                  ",Unknown,,1983-02-28,2 May 1983,9 May 1983,Assented,11  of 1983,13/05/1983 ,,,1983,0,0,1
