url,title,ministry,status,house,introduction_date,passed_ls,passed_rs,assent_date,type,short_title,bill_id,total_actions
https://prsindia.org/billtrack/the-constitution-103rd-amendment-bill-2004,"The Constitution (103rd Amendment) Bill, 2004",,Introduced,Lok Sabha,,,,,Government,The Constitution (103rd Amendment) Bill,1000,5
https://prsindia.org/billtrack/the-multi-state-co-operative-societies-amendment-bill-2010,"The Multi-State Co-operative Societies (Amendment) Bill, 2010",Agriculture,Introduced,Lok Sabha,,,,,Government,The Multi-State Co-operative Societies (Amendment) Bill,1001,5
https://prsindia.org/billtrack/the-benami-transactions-prohibition-amendment-bill-2015,"The Benami Transactions (Prohibition) (Amendment) Bill, 2015",Finance,Unknown,Lok Sabha,,,,,Government,The Benami Transactions (Prohibition) (Amendment) Bill,1002,5
https://prsindia.org/billtrack/the-small-industries-development-bank-of-india-amendment-bill-2012,"The Small Industries Development Bank of India (Amendment) Bill, 2012",Finance,Introduced,Lok Sabha,,,,,Government,The Small Industries Development Bank of India (Amendment) Bill,1003,5
https://prsindia.org/billtrack/the-factories-amendment-bill-2014,"The Factories (Amendment) Bill, 2014",Labour,Introduced,Lok Sabha,,,,,Government,The Factories (Amendment) Bill,1004,5
https://prsindia.org/billtrack/the-arbitration-and-conciliation-amendment-bill-2021,"The Arbitration and Conciliation (Amendment) Bill, 2021",Law and Justice,Passed,Lok Sabha,,,,,Government,The Arbitration and Conciliation (Amendment) Bill,1005,5
https://prsindia.org/billtrack/the-indian-institutes-of-information-technology-bill-2013,"The Indian Institutes of Information Technology Bill, 2013",Human Resource Development,Introduced,Lok Sabha,,,,,Government,The Indian Institutes of Information Technology Bill,1006,5
https://prsindia.org/billtrack/the-payment-of-gratuity-amendment-bill-2009,"The Payment of Gratuity (Amendment) Bill, 2009",Labour,Passed,Lok Sabha,,,,,Government,The Payment of Gratuity (Amendment) Bill,1007,5
https://prsindia.org/billtrack/the-salary-allowances-and-pension-of-members-of-parliament-amendment-bill-2020,"The Salary, Allowances and Pension of Members of Parliament (Amendment) Bill, 2020",Parliamentary Affairs,Passed,Lok Sabha,,,,,Government,The Salary,1008,5
https://prsindia.org/billtrack/the-insolvency-and-bankruptcy-code-amendment-bill-2025,"The Insolvency and Bankruptcy Code (Amendment) Bill, 2025",Finance,Withdrawn,Lok Sabha,,,,,Government,The Insolvency and Bankruptcy Code (Amendment) Bill,1009,5
https://prsindia.org/billtrack/the-micro-finance-institutions-development-and-regulation-bill-2012,"The Micro Finance Institutions (Development and Regulation) Bill, 2012",Finance,Introduced,Lok Sabha,,,,,Government,The Micro Finance Institutions (Development and Regulation) Bill,1010,5
https://prsindia.org/billtrack/the-north-eastern-areas-reorganisation-and-other-related-laws-amendment-bill-2012,"The North-Eastern Areas (Reorganisation) and Other Related Laws (Amendment) Bill, 2012",Home Affairs,Passed,Lok Sabha,,,,,Government,The North-Eastern Areas (Reorganisation) and Other Related Laws (Amendment) Bill,1011,5
https://prsindia.org/billtrack/the-oilfields-regulation-and-development-amendment-bill-2024,"The Oilfields (Regulation and Development) Amendment Bill, 2024",Petroleum and Natural Gas,Passed,Lok Sabha,,,,,Government,The Oilfields (Regulation and Development) Amendment Bill,1012,5
https://prsindia.org/billtrack/the-scheduled-castes-and-the-scheduled-tribes-prevention-of-atrocities-amendment-bill-2014,"The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2014",Social Justice and Welfare,Passed,Lok Sabha,,,,,Government,The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill,1013,5
https://prsindia.org/billtrack/the-delhi-rent-amendment-bill-1997,"The Delhi Rent (Amendment) Bill, 1997",Urban Development,Introduced,Rajya Sabha,,,,,Government,The Delhi Rent (Amendment) Bill,1014,5
https://prsindia.org/billtrack/the-mines-amendment-bill-2011,"The Mines (Amendment) Bill, 2011",Labour,Introduced,Rajya Sabha,,,,,Government,The Mines (Amendment) Bill,1015,5
https://prsindia.org/billtrack/the-national-capital-territory-of-delhi-laws-special-provisions-second-amendment-bill-2023,"The National Capital Territory of Delhi Laws (Special Provisions) Second (Amendment) Bill, 2023",Housing and Urban Affairs,Passed,Lok Sabha,,,,,Government,The National Capital Territory of Delhi Laws (Special Provisions) Second (Amendment) Bill,1016,5
https://prsindia.org/billtrack/the-regional-rural-banks-amendment-bill-2013,"The Regional Rural Banks (Amendment) Bill, 2013",Finance,Pending,Lok Sabha,,,,,Government,The Regional Rural Banks (Amendment) Bill,1017,5
https://prsindia.org/billtrack/the-industrial-disputes-amendment-bill-2009,"The Industrial Disputes (Amendment) Bill, 2009",Labour,Passed,Lok Sabha,,,,,Government,The Industrial Disputes (Amendment) Bill,1018,5
https://prsindia.org/billtrack/the-foreign-trade-development-and-regulation-amendment-bill-2001,"The Foreign Trade (Development and Regulation) Amendment Bill, 2001",,Withdrawn,Rajya Sabha,,,,,Government,The Foreign Trade (Development and Regulation) Amendment Bill,1019,5
https://prsindia.org/billtrack/the-securities-and-exchange-board-of-india-amendment-bill-2009,"The Securities and Exchange Board of India (Amendment) Bill, 2009",Finance,Withdrawn,Lok Sabha,,,,,Government,The Securities and Exchange Board of India (Amendment) Bill,1020,5
https://prsindia.org/billtrack/the-national-waterway-lakhipur-bhanga-stretch-of-the-barak-river-bill-2007,"The National Waterway (Lakhipur-Bhanga Stretch of the Barak River) Bill, 2007",,Introduced,Lok Sabha,,,,,Government,The National Waterway (Lakhipur-Bhanga Stretch of the Barak River) Bill,1021,5
https://prsindia.org/billtrack/the-indian-medical-council-amendment-bill-2013-675,"The Indian Medical Council (Amendment) Bill, 2013",Health,Passed,Lok Sabha,,,,,Government,The Indian Medical Council (Amendment) Bill,1022,5
https://prsindia.org/billtrack/the-constitution-scheduled-castes-and-scheduled-tribes-orders-amendment-bill-2022,"The Constitution (Scheduled Castes and Scheduled Tribes) Orders (Amendment) Bill, 2022",Tribal Affairs,Passed,Lok Sabha,,,,,Government,The Constitution (Scheduled Castes and Scheduled Tribes) Orders (Amendment) Bill,1023,5
https://prsindia.org/billtrack/the-indian-boilers-amendment-bill-1994,"The Indian Boilers (Amendment) Bill, 1994",Finance,Passed,Lok Sabha,,,,,Government,The Indian Boilers (Amendment) Bill,1024,5
https://prsindia.org/billtrack/the-right-of-children-to-free-and-compulsory-education-amendment-bill-2010,"The Right of Children to Free and Compulsory Education (Amendment) Bill, 2010",Human Resource Development,Passed,Lok Sabha,,,,,Government,The Right of Children to Free and Compulsory Education (Amendment) Bill,1025,5
https://prsindia.org/billtrack/the-insolvency-and-bankruptcy-code-2015,"The Insolvency and Bankruptcy Code, 2015",Finance,Passed,Lok Sabha,,,,,Government,The Insolvency and Bankruptcy Code,1026,5
https://prsindia.org/billtrack/the-aadhaar-targeted-delivery-of-financial-and-other-subsidies-benefits-and-services-bill-2016,"The Aadhaar (Targeted Delivery of Financial and Other Subsidies, Benefits and Services) Bill, 2016",Finance,Passed,Lok Sabha,,,,,Government,The Aadhaar (Targeted Delivery of Financial and Other Subsidies,1027,5
https://prsindia.org/billtrack/the-drugs-and-cosmetics-amendment-bill-2005,"The Drugs and Cosmetics (Amendment) Bill, 2005",,Passed,Lok Sabha,,,,,Government,The Drugs and Cosmetics (Amendment) Bill,1028,5
https://prsindia.org/billtrack/the-constitution-scheduled-castes-and-scheduled-tribes-orders-amendment-bill-2024,"The Constitution (Scheduled Castes and Scheduled Tribes) Orders (Amendment) Bill, 2024",Tribal Affairs,Passed,Lok Sabha,,,,,Government,The Constitution (Scheduled Castes and Scheduled Tribes) Orders (Amendment) Bill,1029,5
https://prsindia.org/billtrack/the-architects-amendment-bill-2010,"The Architects (Amendment) Bill, 2010",Human Resource Development,Withdrawn,Rajya Sabha,,,,,Government,The Architects (Amendment) Bill,1030,5
https://prsindia.org/billtrack/the-warehousing-corporations-amendment-bill-2015,"The Warehousing Corporations (Amendment) Bill, 2015",Consumer Affairs and Food Distribution,Passed,Lok Sabha,,,,,Government,The Warehousing Corporations (Amendment) Bill,1031,5
https://prsindia.org/billtrack/the-micro-small-and-medium-enterprises-development-amendment-bill-2018,"The Micro, Small and Medium Enterprises Development (Amendment) Bill, 2018","Micro, Small and Medium Enterprises",Introduced,Lok Sabha,,,,,Government,The Micro,1032,5
https://prsindia.org/billtrack/the-securities-laws-amendment-bill-2013,"The Securities Laws (Amendment) Bill, 2013",Finance,Pending,Lok Sabha,,,,,Government,The Securities Laws (Amendment) Bill,1033,5
https://prsindia.org/billtrack/the-indian-medical-council-amendment-bill-2011,"The Indian Medical Council (Amendment) Bill, 2011",Health,Passed,Lok Sabha,,,,,Government,The Indian Medical Council (Amendment) Bill,1034,5
https://prsindia.org/billtrack/the-delimitation-amendment-bill-2008,"The Delimitation (Amendment) Bill, 2008",,Passed,Lok Sabha,,,,,Government,The Delimitation (Amendment) Bill,1035,5
https://prsindia.org/billtrack/the-pesticide-management-bill-2020,"The Pesticide Management Bill, 2020",Agriculture and Farmers Welfare,Introduced,Rajya Sabha,,,,,Government,The Pesticide Management Bill,1036,5
https://prsindia.org/billtrack/the-governors-emoluments-allowances-and-privileges-amendment-bill-2012,"The Governors (Emoluments, Allowances and Privileges) Amendment Bill, 2012",Home Affairs,Passed,Lok Sabha,,,,,Government,The Governors (Emoluments,1037,5
https://prsindia.org/billtrack/the-indian-forest-amendment-bill-2017,"The Indian Forest (Amendment) Bill, 2017",,Passed,Lok Sabha,,,,,Government,The Indian Forest (Amendment) Bill,1038,5
https://prsindia.org/billtrack/the-national-bank-for-agriculture-and-rural-development-amendment-bill-2013,"The National Bank for Agriculture and Rural Development (Amendment) Bill, 2013",Finance,Pending,Lok Sabha,,,,,Government,The National Bank for Agriculture and Rural Development (Amendment) Bill,1039,5
https://prsindia.org/billtrack/the-transgender-persons-protection-of-rights-bill-2016,"The Transgender Persons (Protection of Rights) Bill, 2016",Social Justice and Welfare,Passed,Lok Sabha,,,,,Private,The Transgender Persons (Protection of Rights) Bill,1040,5
https://prsindia.org/billtrack/the-state-bank-of-saurashtra-repeal-and-the-state-bank-of-india-subsidiaries-banks-amendment-bill-2009,"The State Bank of Saurashtra (Repeal) and the State Bank of India (Subsidiaries Banks) Amendment Bill, 2009",Finance,Passed,Lok Sabha,,,,,Government,The State Bank of Saurashtra (Repeal) and the State Bank of India (Subsidiaries Banks) Amendment Bill,1041,5
https://prsindia.org/billtrack/the-ancient-monuments-and-archaeological-sites-and-remains-amendment-and-validation-bill-2010,The Ancient Monuments and Archaeological Sites and Remains Amendment and Validation Bill 2010,Culture,Passed,Lok Sabha,,,,,Government,The Ancient Monuments and Archaeological Sites and Remains Amendment and Validation Bill 2010,1042,5
https://prsindia.org/billtrack/the-commission-for-air-quality-management-in-national-capital-region-and-adjoining-areas-ordinance-2021,"The Commission for Air Quality Management in National Capital Region and Adjoining Areas Ordinance, 2021","Environment, Forests and Climate Change",Unknown,Unknown,,,,,Government,The Commission for Air Quality Management in National Capital Region and Adjoining Areas Ordinance,1043,5
https://prsindia.org/billtrack/the-gram-nyayalayas-bill-2007,"The Gram Nyayalayas Bill, 2007",,Introduced,Rajya Sabha,,,,,Government,The Gram Nyayalayas Bill,1044,5
https://prsindia.org/billtrack/the-muslim-women-protection-of-rights-on-marriage-bill-2017,"The Muslim Women (Protection of Rights on Marriage) Bill, 2017",Law and Justice,Pending,Lok Sabha,,,,,Government,The Muslim Women (Protection of Rights on Marriage) Bill,1045,5
https://prsindia.org/billtrack/draft-pesticide-management-bill-2017,"Draft Pesticide Management Bill, 2017",Agriculture and Farmers Welfare,Unknown,Unknown,,,,,Government,Draft Pesticide Management Bill,1046,5
https://prsindia.org/billtrack/the-indian-telegraph-amendment-bill-2006,"The Indian Telegraph (Amendment) Bill, 2006",,Passed,Lok Sabha,,,,,Government,The Indian Telegraph (Amendment) Bill,1047,5
https://prsindia.org/billtrack/the-essential-commodities-amendment-and-validation-bill-2009,"The Essential Commodities (Amendment and Validation) Bill, 2009",Consumer Affairs and Food Distribution,Passed,Lok Sabha,,,,,Government,The Essential Commodities (Amendment and Validation) Bill,1048,5
https://prsindia.org/billtrack/the-high-court-and-the-supreme-court-judges-salaries-and-conditions-of-service-amendment-bill-2015,"The High Court and the Supreme Court Judges (Salaries and Conditions of Service) Amendment Bill, 2015",Law and Justice,Passed,Lok Sabha,,,,,Government,The High Court and the Supreme Court Judges (Salaries and Conditions of Service) Amendment Bill,1049,5
https://prsindia.org/billtrack/the-national-waterway-kakinada-pondicherry-stretch-of-canals-and-the-kaluvelly-tank-bhadrachalam-rajahmundry-stretch-of-river-godavari-and-wazirabad-vijayawada-stretch-of-river-krishna-bill-2006,"The National Waterway (Kakinada-Pondicherry Stretch of Canals and the Kaluvelly Tank, Bhadrachalam-Rajahmundry Stretch of River Godavari and Wazirabad-Vijayawada Stretch of River Krishna) Bill, 2006",,Passed,Lok Sabha,,,,,Government,The National Waterway (Kakinada-Pondicherry Stretch of Canals and the Kaluvelly Tank,1050,5
https://prsindia.org/billtrack/the-tamil-nadu-legislative-council-repeal-bill-2012,"The Tamil Nadu Legislative Council (Repeal) Bill, 2012",Law and Justice,Introduced,Rajya Sabha,,,,,Government,The Tamil Nadu Legislative Council (Repeal) Bill,1051,5
https://prsindia.org/billtrack/draft-rules-under-code-on-social-security-2020,"Draft Rules under Code on Social Security, 2020",Labour and Employment,Unknown,Unknown,,,,,Government,Draft Rules under Code on Social Security,1052,5
https://prsindia.org/billtrack/the-aircraft-amendment-bill-2020,"The Aircraft (Amendment) Bill, 2020",Civil Aviation,Passed,Lok Sabha,,,,,Government,The Aircraft (Amendment) Bill,1053,5
https://prsindia.org/billtrack/the-company-secretaries-amendment-bill-2010,"The Company Secretaries (Amendment) Bill, 2010",Law and Justice,Passed,Lok Sabha,,,,,Government,The Company Secretaries (Amendment) Bill,1054,5
https://prsindia.org/billtrack/the-jammu-and-kashmir-reorganisation-amendment-bill-2025,"The Jammu and Kashmir Reorganisation (Amendment) Bill, 2025 [Removal of Ministers upon Detention]",Home Affairs,Introduced,Lok Sabha,,,,,Government,The Jammu and Kashmir Reorganisation (Amendment) Bill,1055,5
https://prsindia.org/billtrack/the-consumer-protection-bill-2015,"The Consumer Protection Bill, 2015",Consumer Affairs and Food Distribution,Withdrawn,Lok Sabha,,,,,Government,The Consumer Protection Bill,1056,5
https://prsindia.org/billtrack/the-national-commission-for-indian-system-of-medicine-bill-2019,"The National Commission for Indian System of Medicine Bill, 2019",Health and Family Welfare,Passed,Lok Sabha,,,,,Government,The National Commission for Indian System of Medicine Bill,1057,5
https://prsindia.org/billtrack/the-employees-state-insurance-amendment-bill-2009,"The Employees' State Insurance (Amendment) Bill, 2009",Labour,Passed,Lok Sabha,,,,,Government,The Employees' State Insurance (Amendment) Bill,1058,5
https://prsindia.org/billtrack/the-president-s-emoluments-and-pension-amendment-bill-2008,"The President’s Emoluments and Pension (Amendment) Bill, 2008",,Passed,Lok Sabha,,,,,Government,The President’s Emoluments and Pension (Amendment) Bill,1059,5
https://prsindia.org/billtrack/the-indian-medical-council-amendment-ordinance-2019,"The Indian Medical Council (Amendment) Ordinance, 2019",Law and Justice,Passed,Lok Sabha,,,,,Government,The Indian Medical Council (Amendment) Ordinance,1060,5
https://prsindia.org/billtrack/the-state-bank-of-india-subsidiary-banks-amendment-bill-2009,"The State Bank of India (Subsidiary Banks) Amendment Bill, 2009",Finance,Passed,Lok Sabha,,,,,Government,The State Bank of India (Subsidiary Banks) Amendment Bill,1061,5
https://prsindia.org/billtrack/the-taxation-laws-amendment-ordinance-2019,"The Taxation Laws (Amendment) Ordinance, 2019",Finance,Pending,Lok Sabha,,,,,Government,The Taxation Laws (Amendment) Ordinance,1062,5
https://prsindia.org/billtrack/the-constitution-eighty-fourth-amendment-bill-1998,"The Constitution (84th Amendment) Bill, 1998",Law and Justice,Introduced,Lok Sabha,,,,,Government,The Constitution (84th Amendment) Bill,1063,5
https://prsindia.org/billtrack/the-essential-defence-services-bill-2021,"The Essential Defence Services Bill, 2021",Defence,Passed,Lok Sabha,,,,,Government,The Essential Defence Services Bill,1064,5
https://prsindia.org/billtrack/the-compensatory-afforestation-fund-bill-2015,"The Compensatory Afforestation Fund Bill, 2015","Environment, Forests and Climate Change",Passed,Lok Sabha,,,,,Government,The Compensatory Afforestation Fund Bill,1065,5
https://prsindia.org/billtrack/the-fugitive-economic-offenders-ordinance-2018,"The Fugitive Economic Offenders Ordinance, 2018",Law and Justice,Pending,Lok Sabha,,,,,Government,The Fugitive Economic Offenders Ordinance,1066,5
https://prsindia.org/billtrack/the-muslim-women-protection-of-rights-on-marriage-bill-2019,"The Muslim Women (Protection of Rights on Marriage) Bill, 2019",Law and Justice,Passed,Lok Sabha,,,,,Government,The Muslim Women (Protection of Rights on Marriage) Bill,1067,5
https://prsindia.org/billtrack/the-deposit-insurance-and-credit-guarantee-corporation-amendment-bill-2021,"The Deposit Insurance and Credit Guarantee Corporation (Amendment) Bill, 2021",Finance,Passed,Lok Sabha,,,,,Government,The Deposit Insurance and Credit Guarantee Corporation (Amendment) Bill,1068,5
https://prsindia.org/billtrack/the-personal-data-protection-bill-2019,"The Personal Data Protection Bill, 2019",Law and Justice,Withdrawn,Lok Sabha,,,,,Government,The Personal Data Protection Bill,1069,5
https://prsindia.org/billtrack/the-marriage-laws-amendment-bill-2010,"The Marriage Laws (Amendment) Bill, 2010",Law and Justice,Passed,Lok Sabha,,,,,Government,The Marriage Laws (Amendment) Bill,1070,5
https://prsindia.org/billtrack/the-indira-gandhi-national-tribal-university-bill-2007,"The Indira Gandhi National Tribal University Bill, 2007",,Passed,Lok Sabha,,,,,Government,The Indira Gandhi National Tribal University Bill,1071,5
https://prsindia.org/billtrack/the-banking-regulation-amendment-bill-2017,"The Banking Regulation (Amendment) Bill, 2017",Finance,Passed,Lok Sabha,,,,,Government,The Banking Regulation (Amendment) Bill,1072,5
https://prsindia.org/billtrack/the-food-safety-and-standards-amendment-bill-2014,"The Food Safety and Standards (Amendment) Bill, 2014",Health,Withdrawn,Rajya Sabha,,,,,Government,The Food Safety and Standards (Amendment) Bill,1073,5
https://prsindia.org/billtrack/the-chartered-accountants-amendment-bill-2010,"The Chartered Accountants (Amendment) Bill, 2010",Corporate Affairs,Passed,Lok Sabha,,,,,Government,The Chartered Accountants (Amendment) Bill,1074,5
https://prsindia.org/billtrack/the-universities-for-research-and-innovation-bill-2012,"The Universities for Research and Innovation Bill, 2012",Human Resource Development,Introduced,Lok Sabha,,,,,Government,The Universities for Research and Innovation Bill,1075,5
https://prsindia.org/billtrack/the-juvenile-justice-care-and-protection-of-children-amendment-bill-2021,"The Juvenile Justice (Care and Protection of Children) Amendment Bill, 2021",Law and Justice,Passed,Lok Sabha,,,,,Government,The Juvenile Justice (Care and Protection of Children) Amendment Bill,1076,5
https://prsindia.org/billtrack/the-unorganised-sector-workers-social-security-bill-2007,"The Unorganised Sector Workers’ Social Security Bill, 2007",,Passed,Lok Sabha,,,,,Government,The Unorganised Sector Workers’ Social Security Bill,1077,5
https://prsindia.org/billtrack/the-integrated-goods-and-services-tax-amendment-bill-2018,"The Integrated Goods and Services Tax (Amendment) Bill, 2018",Finance,Pending,Lok Sabha,,,,,Government,The Integrated Goods and Services Tax (Amendment) Bill,1078,5
https://prsindia.org/billtrack/the-foreign-trade-development-and-regulation-amendment-bill-2009,"The Foreign Trade (Development and Regulation) Amendment Bill, 2009",Commerce and Industry,Passed,Lok Sabha,,,,,Government,The Foreign Trade (Development and Regulation) Amendment Bill,1079,5
https://prsindia.org/billtrack/the-national-rural-employment-guarantee-extension-to-jammu-and-kashmir-bill-2007,"The National Rural Employment Guarantee (Extension To Jammu and Kashmir) Bill, 2007",,Passed,Lok Sabha,,,,,Government,The National Rural Employment Guarantee (Extension To Jammu and Kashmir) Bill,1080,5
https://prsindia.org/billtrack/draft-labour-code-on-occupational-safety-health-and-working-conditions-2018,"Draft Labour Code on Occupational Safety, Health and Working Conditions, 2018",Labour and Employment,Unknown,Unknown,,,,,Government,Draft Labour Code on Occupational Safety,1081,5
https://prsindia.org/billtrack/the-special-protection-group-amendment-bill-2019,"The Special Protection Group (Amendment) Bill, 2019",Home Affairs,Passed,Lok Sabha,,,,,Government,The Special Protection Group (Amendment) Bill,1082,5
https://prsindia.org/billtrack/the-right-of-persons-with-disabilities-bill-2014,"The Right of Persons with Disabilities Bill, 2014",Social Justice and Welfare,Passed,Lok Sabha,,,,,Government,The Right of Persons with Disabilities Bill,1083,5
https://prsindia.org/billtrack/the-telecommunication-bill-2023,"The Telecommunications Bill, 2023",Communication and IT,Passed,Lok Sabha,,,,,Government,The Telecommunications Bill,1084,5
https://prsindia.org/billtrack/the-personal-laws-amendment-bill-2018,"The Personal Laws (Amendment) Bill, 2018",Law and Justice,Passed,Lok Sabha,,,,,Government,The Personal Laws (Amendment) Bill,1085,5
https://prsindia.org/billtrack/the-energy-conservation-amendment-bill-2010,"The Energy Conservation (Amendment) Bill, 2010",Power,Passed,Lok Sabha,,,,,Government,The Energy Conservation (Amendment) Bill,1086,5
https://prsindia.org/billtrack/the-trafficking-of-persons-prevention-protection-and-rehabilitation-bill-2018,"The Trafficking of Persons (Prevention, Protection and Rehabilitation) Bill, 2018",Women and Child Development,Pending,Lok Sabha,,,,,Government,The Trafficking of Persons (Prevention,1087,5
https://prsindia.org/billtrack/the-citizenship-amendment-bill-2015,"The Citizenship (Amendment) Bill, 2015",Home Affairs,Passed,Lok Sabha,,,,,Government,The Citizenship (Amendment) Bill,1088,5
https://prsindia.org/billtrack/the-limited-liability-partnership-amendment-bill-2021,"The Limited Liability Partnership (Amendment) Bill, 2021",Finance,Passed,Lok Sabha,,,,,Government,The Limited Liability Partnership (Amendment) Bill,1089,5
https://prsindia.org/billtrack/the-national-waterways-bill-2015,"The National Waterways Bill, 2015",Water Resources,Passed,Lok Sabha,,,,,Government,The National Waterways Bill,1090,5
https://prsindia.org/billtrack/the-juvenile-justice-care-and-protection-of-children-bill-2014,"The Juvenile Justice (Care and Protection of Children) Bill, 2014",Women and Child Development,Passed,Lok Sabha,,,,,Government,The Juvenile Justice (Care and Protection of Children) Bill,1091,5
https://prsindia.org/billtrack/the-epidemic-diseases-amendment-bill-2020,"The Epidemic Diseases (Amendment) Bill, 2020",Health,Passed,Lok Sabha,,,,,Government,The Epidemic Diseases (Amendment) Bill,1092,5
https://prsindia.org/billtrack/the-scheduled-castes-and-the-scheduled-tribes-prevention-of-atrocities-amendment-bill-2018,"The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill, 2018",,Passed,Lok Sabha,,,,,Government,The Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Amendment Bill,1093,5
https://prsindia.org/billtrack/the-payment-of-gratuity-amendment-bill-2017,"The Payment of Gratuity (Amendment) Bill, 2017",Labour,Passed,Lok Sabha,,,,,Government,The Payment of Gratuity (Amendment) Bill,1094,5
https://prsindia.org/billtrack/the-election-laws-amendment-bill-2021,"The Election Laws (Amendment) Bill, 2021",Law and Justice,Passed,Lok Sabha,,,,,Government,The Election Laws (Amendment) Bill,1095,5
https://prsindia.org/billtrack/the-carriage-by-air-amendment-bill-2007,"The Carriage by Air (Amendment) Bill, 2007",,Passed,Lok Sabha,,,,,Government,The Carriage by Air (Amendment) Bill,1096,5
https://prsindia.org/billtrack/the-constitution-scheduled-castes-and-scheduled-tribes-orders-second-amendment-bill-2022,"The Constitution (Scheduled Castes and Scheduled Tribes) Orders (Second Amendment) Bill, 2022",Tribal Affairs,Passed,Lok Sabha,,,,,Government,The Constitution (Scheduled Castes and Scheduled Tribes) Orders (Second Amendment) Bill,1097,5
https://prsindia.org/billtrack/the-homeopathy-central-council-amendment-ordinance-2019,"The Homeopathy Central Council (Amendment) Ordinance, 2019",Law and Justice,Unknown,Unknown,,,,,Government,The Homeopathy Central Council (Amendment) Ordinance,1098,5
https://prsindia.org/billtrack/the-biological-diversity-amendment-bill-2021,"The Biological Diversity (Amendment) Bill, 2021","Environment, Forests and Climate Change",Passed,Lok Sabha,,,,,Government,The Biological Diversity (Amendment) Bill,1099,5
https://prsindia.org/billtrack/the-union-territories-laws-amendment-bill-2024,"The Union Territories Laws (Amendment) Bill, 2024 [Simultaneous Elections/One Nation One Election]",Law and Justice,Introduced,Lok Sabha,,,,,Government,The Union Territories Laws (Amendment) Bill,1100,5
https://prsindia.org/billtrack/the-citizenship-amendment-bill-2014,"The Citizenship (Amendment) Bill, 2014",,Withdrawn,Lok Sabha,,,,,Government,The Citizenship (Amendment) Bill,1101,5
https://prsindia.org/billtrack/the-electricity-amendment-bill-2014,"The Electricity (Amendment) Bill, 2014",Power,Introduced,Lok Sabha,,,,,Government,The Electricity (Amendment) Bill,1102,5
https://prsindia.org/billtrack/the-cable-television-networks-regulation-second-amendment-bill-2011,"The Cable Television Networks (Regulation) Second Amendment Bill, 2011",Information and Broadcasting,Introduced,Lok Sabha,,,,,Government,The Cable Television Networks (Regulation) Second Amendment Bill,1103,5
https://prsindia.org/billtrack/the-dentists-amendment-bill-2016,"The Dentists (Amendment) Bill, 2016",Health,Passed,Lok Sabha,,,,,Government,The Dentists (Amendment) Bill,1104,5
https://prsindia.org/billtrack/the-tyre-corporation-of-india-limited-disinvestment-of-ownership-bill-2007,"The Tyre Corporation of India Limited (Disinvestment of Ownership) Bill, 2007",,Passed,Lok Sabha,,,,,Government,The Tyre Corporation of India Limited (Disinvestment of Ownership) Bill,1105,5
https://prsindia.org/billtrack/the-national-investigation-agency-amendment-bill-2019,"The National Investigation Agency (Amendment) Bill, 2019",Home Affairs,Passed,Lok Sabha,,,,,Government,The National Investigation Agency (Amendment) Bill,1106,5
https://prsindia.org/billtrack/the-energy-conservation-amendment-bill-2022,"The Energy Conservation (Amendment) Bill, 2022",Power,Passed,Lok Sabha,,,,,Government,The Energy Conservation (Amendment) Bill,1107,5
https://prsindia.org/billtrack/the-national-commission-for-heritage-sites-bill-2009,"The National Commission for Heritage Sites Bill, 2009",Culture,Withdrawn,Rajya Sabha,,,,,Government,The National Commission for Heritage Sites Bill,1108,5
https://prsindia.org/billtrack/the-bharatiya-sakshya-bill-2023,"The Bharatiya Sakshya Bill, 2023",Home Affairs,Withdrawn,Lok Sabha,,,,,Government,The Bharatiya Sakshya Bill,1109,5
https://prsindia.org/billtrack/the-sustainable-harnessing-and-advancementof-nuclear-energy-for-transforming-india-bill-2025,"The Sustainable Harnessing and Advancement of Nuclear Energy for Transforming India Bill, 2025",Science and Technology and Earth Sciences,Passed,Lok Sabha,,,,,Government,The Sustainable Harnessing and Advancement of Nuclear Energy for Transforming India Bill,1110,5
https://prsindia.org/billtrack/the-securities-and-exchange-board-of-india-amendment-bill-2013,"The Securities and Exchange Board of India (Amendment) Bill, 2013",Finance,Pending,Rajya Sabha,,,,,Government,The Securities and Exchange Board of India (Amendment) Bill,1111,5
https://prsindia.org/billtrack/the-anti-maritime-piracy-bill-2019,"The Anti-Maritime Piracy Bill, 2019",External Affairs,Passed,Lok Sabha,,,,,Government,The Anti-Maritime Piracy Bill,1112,5
https://prsindia.org/billtrack/the-financial-resolution-and-deposit-insurance-bill-2017,"The Financial Resolution and Deposit Insurance Bill, 2017","Finance, Corporate Affairs and Information & Broadcasting",Withdrawn,Lok Sabha,,,,,Government,The Financial Resolution and Deposit Insurance Bill,1113,5
https://prsindia.org/billtrack/the-state-bank-of-india-amendment-bill-2010,"The State Bank of India (Amendment) Bill, 2010",Finance,Passed,Lok Sabha,,,,,Government,The State Bank of India (Amendment) Bill,1114,5
https://prsindia.org/billtrack/the-constitution-one-hundred-and-twenty-seventh-amendment-bill-2021,"The Constitution (127th Amendment) Bill, 2021",Social Justice and Empowerment,Passed,Lok Sabha,,,,,Government,The Constitution (127th Amendment) Bill,1115,5
